,merchant_abn,tags1,tags2,tags3,sum(dollar_value),count(1),avg(merchant_fraud)
1935,24164521701,"[music shops - musical instruments, pianos, and sheet music]",a,5.73,193471.22629215347,371,
1936,71982729179,[shoe shops],a,6.04,158785.98325232248,373,
1937,17429613585,"[computers, computer peripheral equipment, and software]",c,2.07,18842.24818555252,374,
1938,44779505142,"[digital goods: books, movies, music]",d,1.39,40189.34299848098,374,
1939,83045786081,"[stationery, office supplies and printing and writing paper]",c,1.83,190399.53447822877,374,
1940,55844327847,[motor vehicle supplies and new parts],b,4.43,49287.88268324065,374,
1941,79789227737,[health and beauty spas],a,5.7,142979.4341106,375,
1942,37419282352,"[cable, satellite, and other pay television and radio services]",c,2.74,22025.230095841092,375,
1943,82079072750,[health and beauty spas],b,3.91,75401.88068320657,375,
1944,64112855512,"[computers, computer peripheral equipment, and software]",c,1.78,74095.79878552546,376,
1945,76655671119,"[gift, card, novelty, and souvenir shops]",b,3.91,41235.83204404822,376,
1946,73225085327,[artist supply and craft shops],a,6.06,108032.02731110189,377,
1947,98659140422,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.07,47643.36266551404,377,
1948,30299051123,"[digital goods: books, movies, music]",a,5.69,36827.63092238321,378,
1949,74959038046,"[digital goods: books, movies, music]",a,6.99,31886.370441378087,378,
1950,95402237897,"[gift, card, novelty, and souvenir shops]",a,6.52,21017.147179549353,379,
1951,91212040913,[artist supply and craft shops],b,3.37,355874.8714675976,379,
1952,14820207872,[health and beauty spas],c,1.51,73799.65538209747,380,
1953,46372571372,"[computers, computer peripheral equipment, and software]",a,6.48,172396.25126315613,381,
1954,46292420800,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,5.71,564094.9246100562,382,
1955,26945243832,"[watch, clock, and jewelry repair shops]",b,3.71,19742.595789269275,383,
1956,77032515735,"[lawn and garden supply outlets, including nurseries]",b,5.0,508445.86685383774,383,
1957,58866359477,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,3.33,49669.70434900886,383,
1958,36758807067,"[watch, clock, and jewelry repair shops]",e,0.38,21221.73382035441,384,
1959,19925160030,"[music shops - musical instruments,  pianos, and sheet music]",c,2.31,36831.48257999178,385,
1960,10192359162,"[music shops - musical instruments, pianos, and sheet music]",a,6.33,177980.50545638183,385,
1961,71612636096,"[music shops - musical instruments, pianos, and sheet music]",b,4.34,297791.3951662293,385,
1962,52684532353,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",c,1.85,82328.51629992944,386,
1963,97353800246,"[digital goods: books, movies, music]",b,3.99,37926.88427967495,386,
1964,69202616607,[bicycle shops - sales and service],d,0.99,27706.357126702598,388,
1965,74423856957,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",c,2.22,31604.47577905556,389,
1966,50476338980,"[music shops - musical instruments, pianos, and sheet music]",a,6.74,202465.75043137794,390,
1967,93669046600,[shoe shops],c,2.59,46254.820504478645,391,
1968,82307164889,[artist supply and craft shops],a,6.96,107648.02590168166,393,
1969,27332799149,"[watch, clock, and jewelry repair shops]",c,2.4,35701.33457851508,394,
1970,50467815381,"[cable, satellite, and other pay television and radio services]",b,3.29,31732.69357150216,394,
1971,24848244496,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.56,101597.70899315013,394,
1972,91404276865,[tent and awning shops],b,4.58,436616.22954984405,396,
1973,50467745297,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.54,49172.52396603394,396,
1974,25762836422,"[cable, satellite, and other pay television and radio services]",a,6.11,62172.0,396,
1975,15135045968,"[lawn and garden supply outlets, including nurseries]",a,6.52,436459.3368316586,396,
1976,38194917037,"[stationery, office supplies and printing and writing paper]",b,3.56,257498.89676462946,396,
1977,76020856062,[health and beauty spas],a,6.97,146816.2595461344,397,
1978,61085944703,[telecom],a,6.45,991123.518048757,397,
1979,11452293720,"[cable, satellite, and other pay television and radio services]",a,5.78,32079.049564090965,397,
1980,88539253623,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,5.85,1213289.1967248165,398,
1981,69983246412,"[hobby, toy and game shops]",c,1.97,825598.0576726826,398,
1982,81021509523,"[books, periodicals, and newspapers]",c,1.59,133211.80827686514,400,
1983,16676754730,"[music shops - musical instruments, pianos, and sheet music]",a,5.7,135361.42488170747,401,
1984,32446633720,"[computers, computer peripheral equipment, and software]",a,5.76,181942.08005247364,401,
1985,13290952071,"[opticians, optical goods, and eyeglasses]",a,6.53,35057.64340894151,402,
1986,92516609757,"[music shops - musical instruments, pianos, and sheet music]",c,1.51,33009.08932522566,403,
1987,87076215407,[art dealers and galleries],c,1.52,1245535.8359501117,404,
1988,93580972005,"[cable, satellite, and other pay television and radio services]",a,6.53,32625.89019968579,404,
1989,84357911995,[shoe shops],a,5.73,169939.49872379287,404,
1990,63286055458,"[hobby, toy and game shops]",a,6.52,862296.1714357402,405,
1991,93429143824,"[lawn and garden supply outlets, including nurseries]",c,1.64,265272.2143061953,406,
1992,54900312378,"[stationery, office supplies and printing and writing paper]",b,3.1,269746.11633525754,408,
1993,23956501449,[artist supply and craft shops],b,3.82,183817.50432285332,409,
1994,75022145904,"[digital goods: books, movies, music]",c,2.88,44072.92817127594,409,
1995,30288006732,"[music shops - musical instruments, pianos, and sheet music]",a,6.33,203214.9957573128,410,
1996,60876328805,[motor vehicle supplies and new parts],c,2.24,573609.4098325837,411,
1997,99217762645,"[digital goods: books, movies, music]",b,5.05,28985.52186310069,411,
1998,64928973842,"[computer programming , data processing, and integrated systems design services]",e,0.41,130792.63449300613,412,
1999,22288600259,[artist supply and craft shops],a,6.77,129034.54361984399,413,
2000,19633197919,[telecom],c,2.45,780401.3250356668,413,
2001,43801715289,[art dealers and galleries],b,4.04,560035.897518353,414,
2002,44488833452,[health and beauty spas],b,5.04,153269.18968998236,414,
2003,64145901913,"[furniture, home furnishings  and equipment shops, and manufacturers, except appliances]",c,2.72,37637.31721456414,414,
2004,83577754480,"[stationery, office supplies and printing  and writing paper]",b,3.33,99739.45712532327,414,
2005,45159852190,"[cable, satellite, and other pay television and radio services]",b,4.39,40904.279865094446,415,
2006,35883675055,"[music shops - musical instruments, pianos, and sheet music]",c,2.3,21962.2651910641,416,
2007,74874670528,[telecom],c,1.99,1321779.0462127747,416,
2008,59962058395,"[florists supplies, nursery stock, and flowers]",d,1.31,125907.17399289715,416,
2009,31245723081,[shoe shops],a,6.28,62882.7977509804,416,
2010,21024150335,"[cable,  satellite, and other pay television and radio services]",c,2.94,42918.27896985942,417,
2011,23812588784,"[watch, clock, and jewelry repair shops]",c,2.04,38311.65064942752,417,
2012,10702078694,"[gift, card, novelty, and souvenir shops]",a,5.95,38330.247209946254,418,
2013,86844861009,[bicycle shops - sales and service],a,5.74,49730.53361648047,418,
2014,67920961191,[telecom],c,1.66,1038569.2267384434,421,
2015,80699593918,"[opticians, optical goods, and eyeglasses]",c,2.78,150389.38558767075,422,
2016,45281821904,"[gift, card, novelty,  and souvenir shops]",a,5.56,15936.815220782864,423,
2017,56624752594,"[equipment, tool, furniture, and appliance rent al and leasing]",a,5.85,1067070.7166136247,425,
2018,61310985405,[telecom],a,6.61,762055.4970239948,426,
2019,79377496749,[art dealers and galleries],b,4.87,534993.0096397044,427,
2020,62692834922,[telecom],a,6.43,1302740.2255016293,428,
2021,75919025716,"[computers, computer peripheral equipment, and software]",a,6.5,212665.03320128357,428,
2022,50450845980,"[stationery, office supplies and printing and writing paper]",a,5.7,214299.2049351072,428,
2023,84674182559,"[lawn and garden supply outlets, including nurseries]",c,1.94,282957.1818047163,428,
2024,31092671220,"[digital goods: books, movies, music]",a,6.25,38297.57002073164,428,
2025,69392492576,"[stationery, office supplies and printing and writing paper]",c,2.9,119428.66900585011,429,
2026,36291259608,"[computers, computer peripheral equipment, and software]",b,3.17,167481.5100233935,429,
2027,11470993597,"[watch, clock, and jewelry repair shops]",d,1.35,26399.166022020134,429,63.37734364737916
2028,24627889739,"[computers, computer peripheral equipment, and software]",b,4.78,172093.00255764162,429,
2029,81836621910,[telecom],c,1.85,1330766.052881458,430,
2030,51493378591,[bicycle shops - sales and service],c,2.13,21059.300988207713,430,
2031,73252278568,"[gift, card, novelty, and souvenir shops]",a,6.36,47731.44637558505,431,
2032,23942094477,[artist supply  and craft shops],c,2.98,202758.74326949345,431,
2033,54988683231,"[watch, clock, and jewelry repair shops]",a,6.08,62693.50034074024,431,
2034,56680601741,"[digital goods: books, movies, music]",b,4.16,37108.02631710241,431,
2035,37829861545,[health and beauty spas],b,3.65,219497.79612064024,431,
2036,66678363248,[motor vehicle supplies and new parts],a,5.59,128063.70075251938,431,
2037,53501895098,"[cable, satellite, and other  pay television and radio services]",a,6.48,24796.20051981408,432,
2038,95692868757,"[computer programming , data processing, and integrated systems design services]",c,2.4,104422.42887921834,432,
2039,28663538418,"[equipment, tool, furniture, and appliance rent al and leasing]",a,6.09,826327.7359381206,433,
2040,76070803743,[shoe shops],a,6.19,67756.0092234562,434,
2041,15896837295,"[books, periodicals, and newspapers]",b,3.86,167992.0509475989,435,
2042,21162389643,"[hobby, toy and game shops]",a,6.3,476891.0555115836,435,
2043,96911331900,[tent and awning shops],a,6.88,495278.18418357015,436,
2044,35620324777,"[lawn and garden supply outlets, including nurseries]",c,1.92,678797.2297619681,436,
2045,37578923779,"[hobby, toy and game shops]",c,2.76,636080.1358574133,436,
2046,73528552702,"[stationery, office supplies and printing and writing paper]",c,3.09,117764.28017344339,436,
2047,54024111976,[artist supply and craft shops],c,2.03,386480.7181729488,437,
2048,11981237946,"[digital goods: books, movies, music]",a,6.43,45434.42608641802,437,
2049,10545955006,"[florists supplies, nursery stock, and flowers]",a,6.16,198542.55874644604,439,
2050,59274084898,[telecom],c,2.01,1069144.9404976524,439,
2051,18905299698,[art dealers and galleries],b,3.93,876359.1055496061,439,
2052,65265226392,"[antique shops - sales, repairs, and restoration services]",b,3.93,49127.20848382528,440,
2053,35661290048,[artist supply and craft shops],b,3.75,200769.53326088405,442,
2054,63071746690,"[opticians, optical goods, and eyeglasses]",a,6.93,125306.48788460415,442,
2055,73918814753,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,4.99,1302471.308119416,442,
2056,85385819407,"[cable, satellite, and  other pay television and radio services]",b,3.78,34996.0838765192,442,
2057,14878918457,"[digital goods: books, movies, music]",a,5.87,43746.489832314954,442,
2058,61060163427,"[florists supplies, nursery stock, and flowers]",b,3.67,195309.5005255236,443,
2059,50185854379,"[equipment, tool, furniture, and appliance rent al and leasing]",c,1.88,558019.5843570654,444,
2060,71825376355,"[books, periodicals, and newspapers]",b,4.59,116906.67943993397,444,
2061,52129026374,[shoe shops],a,5.63,210040.44355787634,444,
2062,88389375042,"[equipment, tool, furniture, and appliance rent al and leasing]",e,0.33,1383204.033670389,445,
2063,67244956961,[health and beauty spas],a,6.08,123563.05813826901,445,
2064,10930486968,"[gift, card, novelty, and souvenir shops]",a,5.73,49521.466644747794,445,
2065,39192981624,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,3.29,972475.7899312051,445,
2066,45827935127,"[computer programming , data processing, and integrated systems design services]",b,3.83,134633.05895559507,446,
2067,55348614885,"[music shops - musical instruments, pianos, and sheet music]",b,4.78,229602.31691838402,446,
2068,37106509177,[art dealers and galleries],a,6.54,866872.1903732824,447,
2069,99229845016,"[equipment, tool, furniture, and appliance rent al and leasing]",a,6.34,544178.2425179846,447,
2070,41657963012,"[computer programming , data processing, and integrated systems design services]",c,2.61,127140.1379276631,447,
2071,11024352823,"[antique shops - sales, repairs, and restoration services]",c,2.62,95624.38644130781,447,
2072,42735118354,"[computer programming , data processing, and integrated systems design services]",b,4.65,85424.40663668442,447,
2073,79301733106,"[digital goods: books, movies, music]",a,6.79,36356.95455660429,448,
2074,36235884040,"[computers, computer peripheral equipment, and software]",a,6.13,214649.0046980878,448,
2075,38363946876,"[digital goods: books, movies, music]",c,1.87,39674.63295025091,448,
2076,55279811979,"[books, periodicals, and newspapers]",b,4.96,226449.64416106138,449,
2077,46630037650,"[florists supplies, nursery stock, and flowers]",a,6.28,131156.39164017714,449,
2078,45328073484,[shoe shops],b,4.18,32862.95980078843,449,
2079,63734543365,"[books, periodicals, and newspapers]",c,3.06,175872.1346787368,449,
2080,29680923658,"[watch, clock, and jewelry repair shops]",a,6.39,66405.201776306,450,
2081,13555086357,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,4.92,999915.8430324807,451,
2082,56779111060,"[hobby, toy and game shops]",a,6.87,659486.2664352469,451,
2083,61238934884,"[cable, satellite, and other pay television and radio services]",a,6.04,44050.783471525334,452,
2084,74798553636,"[opticians, optical goods, and eyeglasses]",a,5.89,90027.49467473962,452,
2085,21645141747,[motor vehicle supplies and new parts],a,6.58,732954.3888376026,452,
2086,90011689258,"[computers, computer peripheral equipment, and software]",a,5.91,133375.1971062252,453,
2087,60821630269,"[gift, card, novelty, and souvenir shops]",a,6.37,31798.162090917347,454,
2088,12741443840,"[equipment, tool, furniture, and appliance rent al and leasing]",a,5.55,1394156.3236948145,454,
2089,37629693091,"[cable,  satellite, and other pay television and radio services]",c,3.02,42886.00706220888,455,
2090,38664088375,"[gift, card, novelty, and souvenir shops]",a,6.75,41667.165131066075,456,
2091,81454203401,"[gift, card, novelty, and souvenir shops]",c,2.88,49216.80149470075,456,
2092,31969118588,"[digital goods: books, movies, music]",a,5.74,47428.82303313318,456,
2093,71305424518,"[digital goods: books, movies, music]",c,2.52,23216.102585518478,456,
2094,91134280199,"[digital goods: books, movies, music]",b,3.44,23071.205949287796,456,
2095,79517819732,"[cable, satellite, and other pay television and radio services]",a,6.79,28867.583636556094,457,
2096,27110349542,"[stationery, office supplies and printing and writing paper]",b,3.23,227040.54482796462,457,
2097,52536215795,[tent and awning shops],a,6.12,407953.8465535025,458,
2098,80389596712,"[opticians, optical goods, and eyeglasses]",b,4.15,168299.88436940912,459,
2099,11243046390,"[books, periodicals, and newspapers]",c,1.94,111700.43078823127,459,
2100,91760304024,"[hobby, toy and game shops]",c,1.9,29035.223273938784,459,
2101,29317230624,[tent and awning shops],a,5.63,215746.84076592728,459,
2102,99115883676,"[digital goods: books, movies, music]",b,3.65,39571.98403361207,459,
2103,34268093162,"[equipment, tool, furniture, and appliance rent al and leasing]",b,4.67,13050.443882813277,459,
2104,20544804614,"[florists supplies, nursery stock, and flowers]",b,4.97,152330.25563280564,460,
2105,25607153542,"[computer programming , data processing, and integrated systems design services]",d,0.78,45733.828254094406,461,
2106,77924688488,[art dealers and galleries],c,1.69,888648.2468341277,461,
2107,11766327188,"[gift, card, novelty, and souvenir shops]",c,2.57,35695.74967664508,464,
2108,77397924030,[bicycle shops -  sales and service],a,6.72,354639.0440560683,464,
2109,73843758222,[motor vehicle supplies and new parts],a,6.78,110509.40932898257,464,
2110,23617533061,"[computers, computer peripheral equipment, and software]",c,1.66,94139.235298954,465,
2111,87214879575,"[opticians, optical goods, and eyeglasses]",b,4.22,29616.436548379195,465,
2112,27657048362,"[opticians, optical goods, and eyeglasses]",c,2.61,32969.22122463327,466,
2113,21911286661,"[hobby, toy and game shops]",a,6.12,28892.699839018922,466,
2114,26539386750,"[books, periodicals, and newspapers]",b,4.73,229235.342648466,468,
2115,44997402413,[bicycle shops - sales and service],a,6.95,22860.547928000575,469,
2116,16254418652,[shoe shops],a,5.94,75898.60985268727,469,
2117,68112267199,"[lawn and garden supply outlets, including nurseries]",b,4.91,153945.8347069827,470,
2118,78142743559,"[cable, satellite, and other pay television and radio services]",b,4.74,27779.79415786746,471,
2119,25939878512,"[watch, clock, and jewelry repair shops]",a,6.15,67082.55953640488,471,
2120,27610959380,[artist supply and craft shops],a,6.15,209905.1252021017,471,
2121,51221851716,[tent and awning shops],a,6.77,13623.133956400527,473,
2122,67692278478,"[florists supplies, nursery stock, and flowers]",b,4.93,212099.06921903885,473,
2123,58596147982,"[stationery, office supplies and printing and writing paper]",a,5.51,189277.0023617309,474,
2124,87203239896,[telecom],c,2.01,27614.87895102892,474,
2125,37304535258,[shoe shops],b,4.14,201409.78201159782,475,
2126,27851049264,[art dealers and galleries],c,1.56,1491976.34166348,475,
2127,17469082744,"[antique shops - sales, repairs, and restoration services]",c,1.86,70469.11603749698,477,
2128,17009186054,"[computers, computer peripheral equipment, and software]",a,6.09,218874.40627887746,478,
2129,86885252971,"[lawn and garden supply outlets, including nurseries]",c,1.52,793157.7058040681,478,
2130,57223200264,[art dealers and galleries],e,0.4,1290275.692477028,478,
2131,55101569426,"[computer programming , data processing, and integrated systems design services]",b,4.36,97078.9767004097,478,
2132,94801884806,"[stationery, office supplies and printing and writing paper]",b,3.34,131267.39820642507,479,
2133,31823794994,"[hobby, toy and game shops]",a,6.76,983068.2048694893,480,
2134,28855451293,"[watch, clock, and jewelry repair shops]",c,1.52,25788.71752055126,483,
2135,37442271968,"[watch, clock, and jewelry repair shops]",a,6.81,42101.18886904618,483,
2136,20036872831,"[digital goods: books, movies, music]",c,2.75,24530.310432121405,484,
2137,42590000698,"[computers, computer  peripheral equipment, and software]",c,3.04,147102.27496108503,484,
2138,55883454313,"[opticians, optical goods, and eyeglasses]",d,0.97,36669.46999026548,484,
2139,36139372130,"[hobby, toy and game shops]",a,5.77,694758.4632251034,485,
2140,69786030824,"[music shops - musical instruments, pianos, and sheet music]",b,4.8,164565.03326513787,485,
2141,84507210939,[tent and awning shops],a,5.51,19467.443322960426,486,
2142,31562649946,"[computer programming , data processing, and integrated systems design services]",b,4.01,120174.62915680197,486,
2143,51001050159,"[hobby, toy and game shops]",c,2.83,510796.7802417976,488,
2144,76385491690,"[lawn and garden supply outlets, including nurseries]",a,6.13,104740.68962956218,488,
2145,78822658788,"[florists supplies, nursery stock, and flowers]",c,1.75,155090.37529077072,488,
2146,66672864977,"[computer programming , data processing, and integrated systems design services]",a,5.95,100900.91982409306,488,
2147,83421619944,[health and beauty spas],a,6.76,218585.38285321102,489,
2148,74175386039,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",c,1.62,743019.4443333506,489,
2149,48290289285,[telecom],c,2.13,906785.7425381748,489,
2150,73416415122,"[florists supplies, nursery stock, and flowers]",b,3.22,159588.30637440484,489,
2151,15870230869,"[cable, satellite, and other pay television and radio services]",a,6.39,38287.85831982179,490,
2152,15297597516,"[hobby, toy and game shops]",c,1.76,40608.294669458395,490,
2153,43753915542,"[music shops - musical instruments, pianos, and sheet music]",b,4.54,168826.3464135531,491,
2154,39112692726,[health and beauty spas],b,4.95,238577.44183951776,491,
2155,40908151498,[bicycle shops - sales and service],b,3.15,254634.05829703153,491,
2156,19734745008,[shoe shops],c,2.17,232350.35355508066,491,
2157,82852293268,"[digital goods: books, movies, music]",a,5.6,42977.24656262496,491,
2158,80499846916,"[hobby, toy and game shops]",b,4.79,357042.57527568605,492,
2159,57862801023,"[opticians, optical goods, and eyeglasses]",c,1.67,22846.64504222374,492,
2160,73242832551,"[cable, satellite, and other pay  television and radio services]",a,6.58,30324.370104660236,493,
2161,28647642474,[motor vehicle supplies and new parts],b,3.32,130485.84695424873,493,
2162,82636765812,"[florists supplies, nursery stock, and flowers]",d,1.34,224900.5226764801,494,
2163,63470567616,"[florists supplies, nursery stock, and flowers]",c,1.54,221040.20757379074,494,
2164,18924241226,"[computer programming , data processing, and integrated systems design services]",d,0.6,70800.662481343,494,
2165,29748559436,"[gift, card, novelty, and souvenir shops]",a,6.2,43798.373694662725,494,
2166,54509096655,"[cable, satellite, and other pay television and radio services]",a,6.93,38440.373854906735,494,
2167,89973342551,[motor vehicle supplies and new parts],b,4.54,158380.37454959576,495,
2168,75242363611,"[gift, card, novelty, and souvenir shops]",a,6.21,47357.12095181869,495,
2169,35144409275,[health and beauty spas],a,6.17,141367.2035608822,495,
2170,78187460332,"[florists supplies, nursery stock, and flowers]",a,5.87,73765.34122948529,496,65.00576429421173
2171,86907350198,"[computer programming , data processing, and integrated systems design services]",b,3.35,48784.85970387785,497,
2172,63830011067,"[gift, card, novelty, and souvenir shops]",a,5.68,35952.108083457555,498,
2173,62363832078,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.66,965554.3326560485,498,
2174,25349409223,"[opticians, optical goods, and eyeglasses]",b,4.57,14535.190338973012,498,
2175,93292821052,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",c,1.54,128332.8537201945,498,66.58725735032715
2176,41305045812,[art dealers and galleries],a,5.81,904797.1375058785,499,
2177,29074473351,"[florists supplies, nursery stock, and flowers]",c,1.83,116707.04692594166,499,
2178,34568005237,"[florists supplies, nursery stock, and flowers]",c,2.16,162271.1334782138,500,
2179,23661853559,"[opticians, optical goods, and eyeglasses]",a,5.89,148218.71744216466,501,
2180,98627514823,"[equipment, tool, furniture, and appliance rent al and leasing]",a,5.68,1303160.3400572904,502,
2181,55306842177,"[equipment, tool, furniture, and appliance rent al and leasing]",a,6.31,988547.2819435062,502,
2182,27094414625,"[gift, card, novelty, and souvenir shops]",b,4.8,28220.520356707522,502,
2183,89271971543,"[opticians, optical goods, and eyeglasses]",a,6.89,29183.37828887818,503,
2184,68252147715,"[watch, clock, and jewelry repair shops]",c,3.05,27555.414945764926,503,
2185,58776930712,"[gift, card, novelty, and souvenir shops]",a,6.78,45627.433417796936,504,
2186,81299585288,"[digital goods: books, movies, music]",b,3.61,44752.43984731526,504,
2187,20642885273,"[florists supplies, nursery stock, and flowers]",a,6.71,185125.53392908396,505,
2188,91178385997,"[hobby, toy and game shops]",a,6.57,48750.34785666336,505,
2189,51258621486,"[cable, satellite, and other pay television and radio services]",a,5.66,20919.8144258824,505,
2190,67696830978,"[gift, card, novelty, and souvenir shops]",c,1.46,37136.5656695287,506,
2191,41485392864,"[florists supplies, nursery stock, and flowers]",b,4.74,226488.87704209538,506,
2192,64431686132,[motor vehicle supplies and new parts],a,6.55,157155.7765874429,507,
2193,64953561005,"[books, periodicals, and newspapers]",a,6.66,197057.0985767931,508,
2194,80104662510,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.57,794028.8765492955,509,
2195,77259097820,"[opticians, optical goods, and eyeglasses]",a,6.71,45976.75702463404,510,
2196,63818670309,"[watch, clock, and jewelry repair shops]",a,5.71,45446.349276997156,511,
2197,54994826109,[bicycle shops - sales and service],c,2.46,38378.7784420167,511,
2198,57626266756,"[equipment, tool, furniture, and appliance rent al and leasing]",b,3.55,1248588.7743937073,511,
2199,13902377680,"[computers, computer peripheral equipment, and software]",a,5.7,156698.03311395211,513,
2200,60616659469,[artist supply and craft shops],b,3.97,331208.2076850805,513,
2201,63453073175,"[gift, card, novelty, and souvenir shops]",a,6.15,55593.067609907426,513,
2202,81227400064,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.42,43211.47127256589,514,
2203,75775044618,[shoe shops],a,5.99,48763.975137926944,515,
2204,12395011633,"[gift, card, novelty, and souvenir shops]",a,6.01,37518.79480825243,515,
2205,94833823558,"[florists supplies, nursery stock, and flowers]",b,3.5,193258.11955166256,515,
2206,40559163709,"[computers, computer peripheral equipment, and software]",c,1.5,197163.45540829375,516,
2207,88587718979,[bicycle shops - sales and service],c,1.63,521687.60828653275,517,
2208,61335088393,[shoe shops],b,4.92,25329.213154065805,517,
2209,37176176705,"[music shops - musical instruments, pianos, and sheet music]",a,6.12,169977.23998664983,517,
2210,14278929774,[artist supply and craft shops],a,6.25,223837.82673594396,518,
2211,80421506936,"[digital goods: books, movies, music]",b,5.1,43489.1073442408,518,
2212,56429066925,"[lawn and garden supply outlets, including nurseries]",a,6.78,520771.9997901733,518,
2213,41237771126,[shoe shops],a,5.62,168819.8683562395,519,
2214,55023001789,"[opticians, optical goods, and eyeglasses]",b,4.61,44441.319475485434,519,
2215,99410502449,"[computer programming , data processing, and integrated systems design services]",a,6.25,56437.61273467371,522,
2216,40210282064,"[opticians, optical goods, and eyeglasses]",a,5.57,180247.10051959837,523,
2217,47524805326,[motor vehicle supplies and new parts],e,0.46,167027.95118474917,523,
2218,99319455478,"[watch, clock, and jewelry repair shops]",a,6.99,13900.146684443544,524,
2219,19995295153,[bicycle shops - sales and service],e,0.22,27729.024877027412,525,
2220,86416078719,[tent and awning shops],a,6.64,227331.5258621671,527,
2221,91374143276,[tent and awning shops],b,3.19,10709.480431073593,529,
2222,20797699905,"[opticians, optical goods, and eyeglasses]",b,4.1,225514.77070354857,529,
2223,41481009028,"[stationery, office supplies and printing and writing paper]",b,3.42,343627.602848391,529,
2224,44069268193,"[computer programming , data processing, and integrated systems design services]",c,1.67,81967.5687058726,530,
2225,72064213561,"[music  shops - musical instruments, pianos, and sheet music]",b,4.44,559163.5454981803,531,
2226,32413511882,[motor vehicle supplies and new parts],b,3.35,198889.13487903826,531,
2227,12183270048,"[cable, satellite, and other pay television and radio services]",c,2.46,40076.21328569256,531,
2228,55828706874,"[music shops - musical instruments, pianos, and sheet music]",a,6.87,271746.15392150194,533,
2229,47740919232,[tent and awning shops],a,6.13,741865.3138953011,534,
2230,23055736061,"[watch, clock, and jewelry repair shops]",c,1.65,31431.915341072978,534,
2231,66416089484,[shoe shops],c,2.19,183309.18985958447,534,
2232,13942467372,"[florists supplies, nursery stock, and flowers]",b,4.15,160802.13737992177,534,
2233,30035541512,"[hobby, toy and game shops]",c,2.05,354139.2061725803,535,
2234,85482742429,"[gift, card, novelty, and souvenir shops]",b,3.91,38888.60510145824,536,70.88131110541714
2235,27581734019,"[florists supplies, nursery stock, and flowers]",b,4.46,243289.4378711562,537,
2236,22606727520,"[books, periodicals, and newspapers]",b,4.59,86962.17089429838,538,62.99278699015306
2237,11974270529,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,3.9,1347786.307695496,538,
2238,53258875124,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,3.29,44756.00481671159,539,
2239,26603390734,"[music  shops - musical instruments, pianos, and sheet music]",a,5.91,404015.42555845174,540,
2240,48214071373,[motor vehicle supplies and new parts],b,4.02,162100.6618795422,540,
2241,56489374516,[bicycle shops - sales and service],b,5.09,576003.7626680904,540,
2242,85148942307,"[lawn and garden supply outlets, including nurseries]",a,6.25,149166.98578631954,540,
2243,72436557937,[shoe shops],c,1.41,28649.367895517444,541,
2244,19257772092,"[digital goods: books, movies, music]",c,3.04,46187.186929515985,541,
2245,13663374533,"[watch, clock, and jewelry repair shops]",a,5.87,70698.04483194722,541,
2246,63549963476,"[florists supplies, nursery stock, and flowers]",a,6.01,120415.20893798917,543,
2247,92731708815,"[opticians, optical goods, and eyeglasses]",b,3.55,154606.07627353075,544,
2248,94040507060,"[watch, clock, and jewelry repair shops]",c,2.13,48303.08492205968,545,
2249,16242364669,[motor vehicle supplies and new parts],b,3.86,143930.0052595782,545,
2250,76414358676,"[hobby, toy and game shops]",c,1.48,376080.5717247913,546,
2251,74024744735,"[florists supplies, nursery stock, and flowers]",a,5.51,240832.2272975371,546,
2252,84048044848,"[lawn and garden supply outlets, including nurseries]",a,6.49,740667.7868227133,547,
2253,66778711798,"[watch, clock, and jewelry repair shops]",a,6.9,28287.766096923486,549,
2254,40242962373,"[opticians, optical goods, and eyeglasses]",a,6.43,193820.2214280657,549,
2255,53546629749,"[stationery, office supplies and printing and writing paper]",c,2.42,208505.32691408147,550,
2256,68028409124,"[florists supplies, nursery stock, and flowers]",c,2.66,115940.93862907427,550,
2257,73555246475,"[hobby, toy and game shops]",b,3.21,586527.3042483378,550,
2258,43152535761,"[furniture, home furnishings and  equipment shops, and manufacturers, except appliances]",b,3.17,47671.304759837105,551,
2259,88047242149,"[computers, computer peripheral equipment, and software]",c,1.94,174351.60177284706,551,
2260,12513701055,"[books, periodicals, and newspapers]",a,6.01,133426.29814427567,552,
