,type,tags,merchant_abn,count(1)
1850,a,"computer programming, data processing, integrated systems design",40385667489,191
1851,a,"music, musical instruments, pianos, sheet music",28555022437,29
1852,b,"bicycle,",21616154893,25
1853,b,"art dealers, galleries",28490495118,62
1854,b,telecom,35754571357,29
1855,a,"books, periodicals, newspapers",96513857365,2537
1856,a,"cable, satellite, other pay television, radio",81877438808,7888
1857,c,"lawn, garden supply outlets, including nurseries",50315283629,24907
1858,a,"computer programming, data processing, integrated systems design",64732735902,6101
1859,a,"furniture, home furnishings, equipment, manufacturers",71787414647,2170
1860,b,"artist supply, craft",77679081913,6973
1861,a,"stationery, office supplies, printing, writing paper",12434006854,1218
1862,a,"digital goods, books, movies, music",20445424481,1412
1863,c,"furniture, home furnishings, equipment, manufacturers",64145901913,364
1864,b,"bicycle,",82798125443,268
1865,a,shoe,33099767595,515
1866,b,"artist supply, craft",12380299397,218
1867,c,"tent, awning",60778762062,21
1868,b,shoe,37304535258,385
1869,e,"equipment, tool, furniture, appliance rental, leasing",93230533382,111
1870,a,"tent, awning",66610548417,186
1871,b,"books, periodicals, newspapers",77370079637,82
1872,b,telecom,32934378210,45
1873,c,"books, periodicals, newspapers",19770897283,50
1874,d,"hobby, toy, game",41670880601,27
1875,a,"books, periodicals, newspapers",64297965205,109
1876,b,telecom,40084144447,10
1877,a,"furniture, home furnishings, equipment, manufacturers",22395185606,6
1878,a,"computer programming, data processing, integrated systems design",67400260923,31496
1879,b,"tent, awning",75244502629,8436
1880,b,"florists supplies, nursery stock, flowers",49212265466,30055
1881,b,shoe,77929547081,3334
1882,c,"health, beauty spas",73508037595,2065
1883,a,"computers, computer peripheral equipment, software",32946666313,2171
1884,a,"bicycle,",45322831450,580
1885,a,"lawn, garden supply outlets, including nurseries",20443361465,181
1886,a,"gift, card, novelty, souvenir",84160298882,1076
1887,c,"antique, repairs, restoration",94609427687,500
1888,b,"florists supplies, nursery stock, flowers",41108543298,487
1889,a,"books, periodicals, newspapers",75683621690,163
1890,c,"motor vehicle supplies, new parts",21384345425,7
1891,b,"equipment, tool, furniture, appliance rental, leasing",77909777861,33
1892,b,"cable, satellite, other pay television, radio",66370248931,7764
1893,a,"computer programming, data processing, integrated systems design",90025866810,1804
1894,a,"furniture, home furnishings, equipment, manufacturers",81246943924,2751
1895,c,"watch, clock, jewelry repair",28208763477,6428
1896,a,"artist supply, craft",70385277162,139
1897,a,"artist supply, craft",50506553485,756
1898,b,"florists supplies, nursery stock, flowers",83323591742,2018
1899,d,"tent, awning",12927607277,235
1900,a,"motor vehicle supplies, new parts",99987905597,150
1901,c,"florists supplies, nursery stock, flowers",20740910820,1073
1902,b,"computers, computer peripheral equipment, software",79355626551,71
1903,b,"bicycle,",69073210783,161
1904,b,"books, periodicals, newspapers",99974311662,107
1905,c,"motor vehicle supplies, new parts",32594843603,63
1906,c,"jewelry, watch, clock, silverware",25707254891,38
1907,c,"antique, repairs, restoration",56738316313,18
1908,c,"digital goods, books, movies, music",64384611134,1841
1909,c,"furniture, home furnishings, equipment, manufacturers",61634218640,2356
1910,c,"florists supplies, nursery stock, flowers",58392414752,13870
1911,a,"lawn, garden supply outlets, including nurseries",97159474697,4567
1912,b,"florists supplies, nursery stock, flowers",44780100984,6139
1913,c,"watch, clock, jewelry repair",69983142241,9811
1914,b,"watch, clock, jewelry repair",96812798687,929
1915,c,"cable, satellite, other pay television, radio",39980443411,1255
1916,a,"cable, satellite, other pay television, radio",26974881830,586
1917,a,"music, musical instruments, pianos, sheet music",87369323065,38
1918,c,"computer programming, data processing, integrated systems design",73055550807,1946
1919,a,"lawn, garden supply outlets, including nurseries",24992522061,77
1920,d,"antique, repairs, restoration",79931898050,40
1921,b,"computers, computer peripheral equipment, software",67520251416,131
1922,c,"computer programming, data processing, integrated systems design",41657963012,371
1923,b,"books, periodicals, newspapers",14081759429,196
1924,a,"computers, computer peripheral equipment, software",32446633720,320
1925,b,"hobby, toy, game",17701272704,12
1926,c,"bicycle,",61243536058,31
1927,c,"artist supply, craft",37322527524,82
1928,a,"bicycle,",88878493736,212
1929,b,"hobby, toy, game",25245001422,47
1930,c,"stationery, office supplies, printing, writing paper",17435313552,45
1931,b,"lawn, garden supply outlets, including nurseries",82830773225,42
1932,c,telecom,52388886012,34
1933,b,"tent, awning",34339412732,11
1934,b,"computer programming, data processing, integrated systems design",77505747217,3028
1935,c,"watch, clock, jewelry repair",43188424684,2229
1936,a,"opticians, optical goods, eyeglasses",56762458844,3005
1937,c,"cable, satellite, other pay television, radio",40646162173,5056
1938,b,"opticians, optical goods, eyeglasses",36413911362,1202
1939,a,"bicycle,",35979239098,24
1940,b,"bicycle,",19811355860,125
1941,a,"health, beauty spas",84131378699,550
1942,b,"health, beauty spas",66206584458,646
1943,a,"artist supply, craft",29624063484,64
1944,c,"computers, computer peripheral equipment, software",58870269317,299
1945,b,"computer programming, data processing, integrated systems design",37568109751,809
1946,c,"florists supplies, nursery stock, flowers",63470567616,415
1947,c,"florists supplies, nursery stock, flowers",78822658788,409
1948,b,"equipment, tool, furniture, appliance rental, leasing",47148752699,157
1949,c,telecom,91062920626,12
1950,a,"furniture, home furnishings, equipment, manufacturers",20213430114,38
1951,b,"art dealers, galleries",99420575685,11
1952,a,"music, musical instruments, pianos, sheet music",35194643826,23
1953,b,"computer programming, data processing, integrated systems design",24264927934,1681
1954,a,"tent, awning",82065156333,53933
1955,b,"tent, awning",54550134954,30159
1956,b,"computers, computer peripheral equipment, software",86388904574,3570
1957,a,"furniture, home furnishings, equipment, manufacturers",88402174457,4449
1958,a,"computers, computer peripheral equipment, software",20364924160,3325
1959,a,"cable, satellite, other pay television, radio",86028994742,261
1960,a,"music, musical instruments, pianos, sheet music",83077046675,118
1961,a,"tent, awning",51221851716,389
1962,c,"books, periodicals, newspapers",31861513116,35
1963,b,"music, musical instruments, pianos, sheet music",96906278264,1484
1964,a,"furniture, home furnishings, equipment, manufacturers",46292420800,320
1965,b,"watch, clock, jewelry repair",50623435704,98
1966,c,"florists supplies, nursery stock, flowers",94449176518,83
1967,a,"gift, card, novelty, souvenir",88771102187,270
1968,b,"computers, computer peripheral equipment, software",83808438024,71
1969,b,"hobby, toy, game",52618285087,71
1970,b,"tent, awning",43308864284,26
1971,b,"florists supplies, nursery stock, flowers",22168725907,40
1972,a,"antique, repairs, restoration",78820544491,1346
1973,b,"bicycle,",54272781746,10925
1974,c,"books, periodicals, newspapers",41881349154,3612
1975,b,"computer programming, data processing, integrated systems design",22027671078,4711
1976,b,"opticians, optical goods, eyeglasses",25824799381,1797
1977,a,"gift, card, novelty, souvenir",10206519221,8132
1978,a,"computer programming, data processing, integrated systems design",89153112408,525
1979,c,"opticians, optical goods, eyeglasses",80699593918,352
1980,b,"motor vehicle supplies, new parts",45567605014,681
1981,a,"computer programming, data processing, integrated systems design",35040817462,1256
1982,b,"florists supplies, nursery stock, flowers",67692278478,387
1983,a,"watch, clock, jewelry repair",37442271968,415
1984,c,"digital goods, books, movies, music",19257772092,448
1985,a,"music, musical instruments, pianos, sheet music",26603390734,469
1986,a,"stationery, office supplies, printing, writing paper",50450845980,352
1987,c,"bicycle,",54994826109,423
1988,a,"computer programming, data processing, integrated systems design",87931914124,36
1989,b,"opticians, optical goods, eyeglasses",55023001789,439
1990,a,"books, periodicals, newspapers",45558962649,90
1991,a,"music, musical instruments, pianos, sheet music",26045642664,137
1992,a,shoe,92834298371,313
1993,a,"music, musical instruments, pianos, sheet music",56139017231,267
1994,a,"stationery, office supplies, printing, writing paper",41171731175,43
1995,a,"artist supply, craft",88644745666,16
1996,b,"antique, repairs, restoration",93723130289,10
1997,c,"books, periodicals, newspapers",82426950076,1969
1998,a,"furniture, home furnishings, equipment, manufacturers",35480690241,116
1999,b,"motor vehicle supplies, new parts",41502716433,2824
2000,b,"computers, computer peripheral equipment, software",15130143460,1915
2001,a,"motor vehicle supplies, new parts",42150648766,3857
2002,c,"computer programming, data processing, integrated systems design",86223953880,3763
2003,c,"cable, satellite, other pay television, radio",98545158925,4354
2004,a,"furniture, home furnishings, equipment, manufacturers",71865847877,174
2005,a,"digital goods, books, movies, music",28175132063,105
2006,a,"furniture, home furnishings, equipment, manufacturers",23540388582,783
2007,c,"hobby, toy, game",37578923779,372
2008,c,"lawn, garden supply outlets, including nurseries",74275445911,62
2009,b,"cable, satellite, other pay television, radio",60470829287,100
2010,b,"lawn, garden supply outlets, including nurseries",59739116052,21
2011,b,"books, periodicals, newspapers",90415024734,203
2012,c,"computer programming, data processing, integrated systems design",93351929638,84
2013,c,"bicycle,",47119663770,10
2014,c,"art dealers, galleries",20352820919,18
2015,c,"equipment, tool, furniture, appliance rental, leasing",73909892719,12
2016,c,"watch, clock, jewelry repair",43061683632,11857
2017,c,"gift, card, novelty, souvenir",61447419161,13967
2018,c,"gift, card, novelty, souvenir",78042516048,5202
2019,c,"jewelry, watch, clock, silverware",28639309109,177
2020,a,shoe,51458444343,847
2021,c,"artist supply, craft",51589191140,72
2022,a,"artist supply, craft",14278929774,432
2023,a,"opticians, optical goods, eyeglasses",21156812402,88
2024,b,telecom,25624067782,289
2025,a,"tent, awning",47740919232,441
2026,b,"jewelry, watch, clock, silverware",19492220327,671
2027,c,"watch, clock, jewelry repair",40457357336,245
2028,a,shoe,75775044618,429
2029,b,"antique, repairs, restoration",89129047209,110
2030,a,"music, musical instruments, pianos, sheet music",44674493330,72
2031,d,telecom,31153557593,8
2032,a,"books, periodicals, newspapers",39896913161,9851
2033,a,"gift, card, novelty, souvenir",31637210281,10890
2034,c,"gift, card, novelty, souvenir",50866797623,13916
2035,c,"stationery, office supplies, printing, writing paper",69377909125,1556
2036,c,"artist supply, craft",54273147353,160
2037,c,"florists supplies, nursery stock, flowers",77090965820,2305
2038,c,"florists supplies, nursery stock, flowers",18904790666,522
2039,b,"bicycle,",96334476428,779
2040,c,"health, beauty spas",52529569808,628
2041,b,"motor vehicle supplies, new parts",55844327847,314
2042,c,"stationery, office supplies, printing, writing paper",42562731929,56
2043,c,telecom,98400051901,87
2044,c,"artist supply, craft",69890387975,120
2045,c,"antique, repairs, restoration",68323652165,16
2046,a,"watch, clock, jewelry repair",86578477987,227775
2047,a,"computer programming, data processing, integrated systems design",66835892718,1689
2048,a,"hobby, toy, game",98973094975,45647
2049,a,"cable, satellite, other pay television, radio",24302923489,1143
2050,b,"antique, repairs, restoration",50755717212,4665
2051,a,"gift, card, novelty, souvenir",19054547079,8271
2052,b,shoe,33138327540,2814
2053,a,"health, beauty spas",14583462783,2064
2054,a,"books, periodicals, newspapers",26169574842,8256
2055,a,"computer programming, data processing, integrated systems design",45056974934,6526
2056,c,"health, beauty spas",71946255432,3739
2057,b,"books, periodicals, newspapers",71825376355,367
2058,a,"gift, card, novelty, souvenir",12173100693,9974
2059,a,"computers, computer peripheral equipment, software",27975606844,2613
2060,a,"lawn, garden supply outlets, including nurseries",84048044848,457
2061,b,"furniture, home furnishings, equipment, manufacturers",11974270529,439
2062,b,"gift, card, novelty, souvenir",87178039859,673
2063,d,"cable, satellite, other pay television, radio",98162727883,279
2064,a,shoe,52129026374,366
2065,a,"computers, computer peripheral equipment, software",70196084748,42
2066,a,"florists supplies, nursery stock, flowers",33344911835,577
2067,a,"stationery, office supplies, printing, writing paper",13066244467,43
2068,b,"antique, repairs, restoration",37481834976,13
2069,b,"hobby, toy, game",32196789327,110
2070,a,"antique, repairs, restoration",97884414539,52
2071,b,"motor vehicle supplies, new parts",22033359776,19668
2072,b,"antique, repairs, restoration",46380096952,6732
2073,a,"computers, computer peripheral equipment, software",45433476494,13271
2074,c,"digital goods, books, movies, music",65674339048,10235
2075,a,"gift, card, novelty, souvenir",63830011067,419
2076,b,"opticians, optical goods, eyeglasses",71674475255,18295
2077,c,"health, beauty spas",65452312369,887
2078,a,"music, musical instruments, pianos, sheet music",97292256063,1428
2079,c,"digital goods, books, movies, music",25867961009,586
2080,b,"artist supply, craft",60616659469,429
2081,b,"art dealers, galleries",79377496749,365
2082,a,"lawn, garden supply outlets, including nurseries",76844649719,56
2083,a,"florists supplies, nursery stock, flowers",69381712591,65
2084,a,"tent, awning",22644977942,171
2085,b,"bicycle,",33967237843,30
2086,c,"motor vehicle supplies, new parts",61867784114,102
2087,d,"antique, repairs, restoration",30280912400,8
2088,a,"music, musical instruments, pianos, sheet music",98336281865,81
2089,b,telecom,20836895545,9
2090,b,"music, musical instruments, pianos, sheet music",87759704856,24
2091,a,"music, musical instruments, pianos, sheet music",55997183965,30
2092,a,"digital goods, books, movies, music",22840936261,2836
2093,a,"digital goods, books, movies, music",73841664453,811
2094,c,"artist supply, craft",80989415297,829
2095,a,"motor vehicle supplies, new parts",62368259299,222
2096,b,"lawn, garden supply outlets, including nurseries",67200153151,897
2097,a,"bicycle,",82179892802,804
2098,b,"health, beauty spas",70969465360,1024
2099,b,"motor vehicle supplies, new parts",45367256033,85
2100,b,"lawn, garden supply outlets, including nurseries",37662781564,2972
2101,a,"computers, computer peripheral equipment, software",30403523748,137
2102,c,"computer programming, data processing, integrated systems design",41747634618,2921
2103,b,"watch, clock, jewelry repair",26945243832,319
2104,c,"gift, card, novelty, souvenir",37228343237,1772
2105,b,"equipment, tool, furniture, appliance rental, leasing",92773401740,845
2106,a,shoe,94384861814,242
2107,b,"watch, clock, jewelry repair",18547244547,298
2108,b,"artist supply, craft",92426644718,29
2109,a,"florists supplies, nursery stock, flowers",10385163239,64
2110,a,"watch, clock, jewelry repair",81761494572,22007
2111,b,"watch, clock, jewelry repair",20450624188,553
2112,b,"music, musical instruments, pianos, sheet music",12185659961,112
2113,b,"furniture, home furnishings, equipment, manufacturers",17186910612,1277
2114,a,"stationery, office supplies, printing, writing paper",92064565896,967
2115,a,"health, beauty spas",56729951690,1212
2116,a,"watch, clock, jewelry repair",34437937876,492
2117,a,shoe,34020997841,278
2118,b,"cable, satellite, other pay television, radio",56210484274,182
2119,c,"opticians, optical goods, eyeglasses",39841504967,1100
2120,b,"jewelry, watch, clock, silverware",65276790047,41
2121,c,shoe,19734745008,424
2122,a,"florists supplies, nursery stock, flowers",58382897215,57
2123,a,shoe,70258288982,185
2124,a,"digital goods, books, movies, music",14878918457,379
2125,d,"hobby, toy, game",18376556220,92
2126,b,"bicycle,",26465868807,37
2127,a,shoe,23867882346,51
2128,a,shoe,62379298278,25
2129,b,"music, musical instruments, pianos, sheet music",90739983707,30
2130,b,"books, periodicals, newspapers",35223308778,37439
2131,c,"florists supplies, nursery stock, flowers",86174823628,2756
2132,a,"opticians, optical goods, eyeglasses",72177236569,5157
2133,b,"motor vehicle supplies, new parts",39469311070,3822
2134,a,"stationery, office supplies, printing, writing paper",16629601490,1147
2135,b,"motor vehicle supplies, new parts",15686458582,695
2136,a,"books, periodicals, newspapers",67174003021,1687
2137,c,"books, periodicals, newspapers",21614701484,646
2138,c,"art dealers, galleries",61675439608,78
2139,c,"cable, satellite, other pay television, radio",21793603759,1897
2140,a,"lawn, garden supply outlets, including nurseries",98861937890,1658
2141,a,"lawn, garden supply outlets, including nurseries",85881115796,50
2142,a,"florists supplies, nursery stock, flowers",88215945141,1244
2143,b,"lawn, garden supply outlets, including nurseries",74044580274,209
2144,b,telecom,17073441842,202
2145,b,"hobby, toy, game",95720895543,168
2146,a,"stationery, office supplies, printing, writing paper",14316652139,294
2147,a,"tent, awning",84507210939,394
2148,a,"furniture, home furnishings, equipment, manufacturers",23078969912,67
2149,c,"florists supplies, nursery stock, flowers",75726900852,136
2150,a,"bicycle,",47864961615,9
2151,a,"stationery, office supplies, printing, writing paper",31263348006,38
2152,a,"health, beauty spas",19757865821,63
2153,c,"music, musical instruments, pianos, sheet music",94601812317,24
2154,b,"health, beauty spas",59477140425,17
2155,b,"watch, clock, jewelry repair",17034043771,3686
2156,a,"gift, card, novelty, souvenir",12031655138,155
2157,b,"opticians, optical goods, eyeglasses",19988273819,276
2158,b,"lawn, garden supply outlets, including nurseries",38212167834,3842
2159,d,"digital goods, books, movies, music",73804469952,1682
2160,c,"music, musical instruments, pianos, sheet music",63433167613,301
2161,a,"music, musical instruments, pianos, sheet music",55828706874,452
2162,b,"stationery, office supplies, printing, writing paper",45344861464,86
2163,b,"stationery, office supplies, printing, writing paper",34900312172,943
2164,c,"art dealers, galleries",27851049264,382
2165,c,"art dealers, galleries",73792600690,177
2166,b,shoe,34402763739,190
2167,c,"florists supplies, nursery stock, flowers",18126169589,178
2168,a,"lawn, garden supply outlets, including nurseries",13067850740,22
2169,c,"computers, computer peripheral equipment, software",87092867947,110
2170,c,"opticians, optical goods, eyeglasses",47393015569,31
2171,a,"gift, card, novelty, souvenir",13285958344,18426
2172,a,"books, periodicals, newspapers",92980848589,1894
2173,a,"gift, card, novelty, souvenir",57289898526,7019
2174,c,"opticians, optical goods, eyeglasses",93894215354,2954
2175,c,"opticians, optical goods, eyeglasses",67797658023,15102
2176,b,"digital goods, books, movies, music",80213126311,281
2177,a,"furniture, home furnishings, equipment, manufacturers",58825694998,476
2178,b,"gift, card, novelty, souvenir",93631003539,780
2179,a,"equipment, tool, furniture, appliance rental, leasing",48421784228,85
2180,e,"motor vehicle supplies, new parts",47524805326,438
2181,a,"furniture, home furnishings, equipment, manufacturers",30775213097,169
2182,b,"florists supplies, nursery stock, flowers",86670100004,73
2183,c,"digital goods, books, movies, music",21807339153,11693
2184,a,"computer programming, data processing, integrated systems design",93260450766,5845
2185,c,"furniture, home furnishings, equipment, manufacturers",55294337974,3366
2186,a,"tent, awning",43698901053,691
2187,a,"artist supply, craft",74142277711,1528
2188,b,"furniture, home furnishings, equipment, manufacturers",96491286698,772
2189,c,"health, beauty spas",92413760084,1963
2190,a,"furniture, home furnishings, equipment, manufacturers",76586641794,181
2191,a,"watch, clock, jewelry repair",66778711798,458
2192,a,"tent, awning",21291463935,1139
2193,c,"computer programming, data processing, integrated systems design",13086571368,540
2194,b,"artist supply, craft",94732687919,1586
2195,b,"hobby, toy, game",79941801716,958
2196,b,"watch, clock, jewelry repair",30166624802,1442
2197,d,"opticians, optical goods, eyeglasses",54094693762,1502
2198,a,"watch, clock, jewelry repair",78747520227,243
2199,b,"artist supply, craft",43908105892,1181
2200,a,"bicycle,",61213731974,700
2201,a,"equipment, tool, furniture, appliance rental, leasing",65462135385,19
2202,b,"computer programming, data processing, integrated systems design",55958301764,2154
2203,b,shoe,90909466474,282
2204,a,"computers, computer peripheral equipment, software",95682671933,713
2205,a,shoe,81471697088,82
2206,c,"computer programming, data processing, integrated systems design",89741543872,44
2207,b,"stationery, office supplies, printing, writing paper",87284273126,29
2208,a,"digital goods, books, movies, music",72472909171,85195
2209,c,"digital goods, books, movies, music",30385986557,2857
2210,b,"furniture, home furnishings, equipment, manufacturers",13447011295,1380
2211,a,"gift, card, novelty, souvenir",67425187185,1220
2212,b,"health, beauty spas",11588046517,1122
2213,b,"hobby, toy, game",81231087950,95
2214,a,"books, periodicals, newspapers",10530696903,559
2215,a,"florists supplies, nursery stock, flowers",81276848014,1047
2216,b,"opticians, optical goods, eyeglasses",92731708815,450
2217,a,"books, periodicals, newspapers",56879961531,227
2218,b,"health, beauty spas",93018282444,101
2219,b,"music, musical instruments, pianos, sheet music",26710073457,20
2220,a,"digital goods, books, movies, music",13830448327,3029
2221,c,"artist supply, craft",27639240514,1274
2222,b,"florists supplies, nursery stock, flowers",28049322288,4604
2223,b,"motor vehicle supplies, new parts",48214071373,453
2224,a,"furniture, home furnishings, equipment, manufacturers",14639489823,3309
2225,b,"cable, satellite, other pay television, radio",85385819407,361
2226,b,"bicycle,",77990903737,896
2227,b,shoe,18120123446,266
2228,b,"music, musical instruments, pianos, sheet music",75047095190,229
2229,a,"watch, clock, jewelry repair",99319455478,440
2230,b,telecom,93740493847,15
2231,a,"hobby, toy, game",95475413965,42
2232,c,"tent, awning",53747773889,37
2233,e,"stationery, office supplies, printing, writing paper",25019506172,30
2234,b,"jewelry, watch, clock, silverware",75265429612,13
2235,a,"gift, card, novelty, souvenir",32361057556,71720
2236,a,"digital goods, books, movies, music",83314865468,255
2237,b,"cable, satellite, other pay television, radio",49535617047,1666
2238,c,"hobby, toy, game",34558201737,4344
2239,c,"computers, computer peripheral equipment, software",46564887665,2960
2240,b,"health, beauty spas",60706491699,7049
2241,b,"jewelry, watch, clock, silverware",85626017907,18
2242,b,shoe,31169432936,2130
2243,b,"motor vehicle supplies, new parts",92382466112,1187
2244,b,"computers, computer peripheral equipment, software",45446645240,1549
2245,b,shoe,35679080538,916
2246,c,"florists supplies, nursery stock, flowers",68028409124,474
2247,b,"digital goods, books, movies, music",60654402457,158
2248,b,"bicycle,",78957925458,125
2249,b,"computer programming, data processing, integrated systems design",55039720870,144
2250,a,"computer programming, data processing, integrated systems design",44576099269,121
2251,a,"stationery, office supplies, printing, writing paper",55749740446,48
2252,a,"lawn, garden supply outlets, including nurseries",29956692423,74
2253,c,telecom,46471185478,36
2254,a,"cable, satellite, other pay television, radio",79645157255,10751
2255,a,"digital goods, books, movies, music",92343252737,9252
2256,c,shoe,98268965514,4453
2257,a,"hobby, toy, game",54874856789,12067
2258,c,"computer programming, data processing, integrated systems design",35176289951,76
2259,a,"cable, satellite, other pay television, radio",16174402479,1272
2260,b,"computer programming, data processing, integrated systems design",31562649946,397
2261,a,"bicycle,",54893491429,115
2262,a,"health, beauty spas",19892730735,873
2263,a,"digital goods, books, movies, music",84790489548,156
2264,c,"equipment, tool, furniture, appliance rental, leasing",35286003506,105
2265,a,shoe,89022505272,2285
2266,b,"computers, computer peripheral equipment, software",36291259608,356
2267,a,"watch, clock, jewelry repair",66445536477,156
2268,a,"gift, card, novelty, souvenir",53442247174,273
2269,a,"equipment, tool, furniture, appliance rental, leasing",69853421807,3
2270,c,"music, musical instruments, pianos, sheet music",90967931475,122
2271,a,"tent, awning",89640578182,15231
2272,b,"cable, satellite, other pay television, radio",95508140753,7293
2273,b,"artist supply, craft",88950371391,3652
2274,b,"lawn, garden supply outlets, including nurseries",45759576746,9700
2275,a,"florists supplies, nursery stock, flowers",38012560280,7355
2276,a,"gift, card, novelty, souvenir",88717811993,768
2277,b,telecom,60470122582,104
2278,a,"digital goods, books, movies, music",80785565526,3443
2279,b,"health, beauty spas",22298599094,204
2280,c,"jewelry, watch, clock, silverware",86201937910,3
2281,b,telecom,70805280228,108
2282,c,"lawn, garden supply outlets, including nurseries",37440780757,61
2283,c,telecom,93720983561,11
2284,b,"watch, clock, jewelry repair",27500085887,5512
2285,a,"computers, computer peripheral equipment, software",94690988633,26263
2286,a,"gift, card, novelty, souvenir",40307304965,8822
2287,a,"motor vehicle supplies, new parts",64644843223,4636
2288,c,"books, periodicals, newspapers",45151159881,2558
2289,a,"cable, satellite, other pay television, radio",21532935983,3483
2290,b,shoe,45328073484,370
2291,c,"motor vehicle supplies, new parts",54966031548,969
2292,b,"florists supplies, nursery stock, flowers",74780446526,1580
2293,c,"gift, card, novelty, souvenir",92899421466,665
2294,c,"computers, computer peripheral equipment, software",11422618712,993
2295,a,"artist supply, craft",13159730941,111
2296,b,"florists supplies, nursery stock, flowers",61060163427,380
2297,b,"motor vehicle supplies, new parts",86741096013,152
2298,a,"motor vehicle supplies, new parts",60922283533,219
2299,a,"books, periodicals, newspapers",64953561005,425
2300,c,"tent, awning",39473654822,43
2301,d,"computer programming, data processing, integrated systems design",82882476966,38
2302,c,"watch, clock, jewelry repair",56723208962,3638
2303,a,"opticians, optical goods, eyeglasses",84445217729,6018
2304,a,"digital goods, books, movies, music",66759753333,606
2305,c,"motor vehicle supplies, new parts",47644196714,2617
2306,a,"books, periodicals, newspapers",71247553576,3824
2307,a,"artist supply, craft",26569358936,511
2308,b,"gift, card, novelty, souvenir",52242018594,5289
2309,c,"stationery, office supplies, printing, writing paper",53620352987,961
2310,b,"artist supply, craft",58377425534,2736
2311,c,"watch, clock, jewelry repair",77595119441,2809
2312,b,"bicycle,",57540672941,578
2313,a,"music, musical instruments, pianos, sheet music",36800144612,132
2314,c,"computer programming, data processing, integrated systems design",74353814311,179
2315,b,"antique, repairs, restoration",30772059502,140
2316,c,"computer programming, data processing, integrated systems design",97465686404,79
2317,b,"books, periodicals, newspapers",43168490529,26
2318,a,"music, musical instruments, pianos, sheet music",34861537920,31
2319,c,"jewelry, watch, clock, silverware",36105696102,46
2320,a,"music, musical instruments, pianos, sheet music",49867386620,25
2321,a,"florists supplies, nursery stock, flowers",21772962346,28398
2322,b,"tent, awning",80551528183,6525
2323,b,"cable, satellite, other pay television, radio",22953464223,5873
2324,c,"furniture, home furnishings, equipment, manufacturers",99275601275,14533
2325,a,"computers, computer peripheral equipment, software",28896046710,1839
2326,a,"opticians, optical goods, eyeglasses",60836029312,3399
2327,b,"florists supplies, nursery stock, flowers",86871438193,3989
2328,a,"lawn, garden supply outlets, including nurseries",42752230305,989
2329,a,shoe,23540152063,1398
2330,a,"gift, card, novelty, souvenir",70217388552,885
2331,a,"music, musical instruments, pianos, sheet music",80121625734,151
2332,b,"antique, repairs, restoration",30689045280,231
2333,a,"stationery, office supplies, printing, writing paper",69883578383,130
2334,a,"furniture, home furnishings, equipment, manufacturers",82949994030,82
2335,a,"bicycle,",81906511933,52
2336,c,"opticians, optical goods, eyeglasses",85151559066,106
2337,a,"digital goods, books, movies, music",75875494789,145
2338,b,"artist supply, craft",82627733660,71
2339,b,"tent, awning",91923722701,65339
2340,b,"stationery, office supplies, printing, writing paper",56144254367,4494
2341,a,"furniture, home furnishings, equipment, manufacturers",70329431753,235
2342,b,"watch, clock, jewelry repair",30122382323,17687
2343,c,"computers, computer peripheral equipment, software",54197321846,4325
2344,a,"computers, computer peripheral equipment, software",13839274306,13038
2345,a,shoe,19844927419,147
2346,a,"furniture, home furnishings, equipment, manufacturers",66818634899,480
2347,b,"gift, card, novelty, souvenir",66858208767,461
2348,b,"gift, card, novelty, souvenir",76655671119,317
2349,c,shoe,61619924340,2345
2350,a,"furniture, home furnishings, equipment, manufacturers",79827781481,3997
2351,a,"equipment, tool, furniture, appliance rental, leasing",82812059627,772
2352,a,"lawn, garden supply outlets, including nurseries",25035618251,114
2353,a,"furniture, home furnishings, equipment, manufacturers",86182863634,3790
2354,b,"opticians, optical goods, eyeglasses",52746698475,66
2355,a,"lawn, garden supply outlets, including nurseries",17028880379,42
2356,a,"florists supplies, nursery stock, flowers",68581310909,87
2357,a,"furniture, home furnishings, equipment, manufacturers",80104662510,410
2358,a,"gift, card, novelty, souvenir",19687751331,150
2359,a,"music, musical instruments, pianos, sheet music",69058858940,77
2360,b,"music, musical instruments, pianos, sheet music",29687247370,33
2361,a,"computer programming, data processing, integrated systems design",49068909356,118
2362,a,"florists supplies, nursery stock, flowers",22615718811,66
2363,b,"tent, awning",71961434094,24674
2364,a,"digital goods, books, movies, music",52160665475,11512
2365,a,"artist supply, craft",78850452637,754
2366,c,"music, musical instruments, pianos, sheet music",29286506036,1264
2367,a,"florists supplies, nursery stock, flowers",27274388856,260
2368,a,"motor vehicle supplies, new parts",54056521797,1208
2369,a,"opticians, optical goods, eyeglasses",47773139983,267
2370,b,"art dealers, galleries",43801715289,338
2371,a,"books, periodicals, newspapers",15302620892,41
2372,a,"watch, clock, jewelry repair",21635402842,196
2373,c,"stationery, office supplies, printing, writing paper",86201172910,32
2374,d,"cable, satellite, other pay television, radio",83004629651,102
2375,b,"tent, awning",42950328371,32
2376,a,"computer programming, data processing, integrated systems design",73895811023,2812
2377,d,"tent, awning",96111981432,2790
2378,a,"opticians, optical goods, eyeglasses",20240471832,4149
2379,b,"health, beauty spas",82079072750,313
2380,b,"computer programming, data processing, integrated systems design",55101569426,414
2381,a,"furniture, home furnishings, equipment, manufacturers",64423487782,572
2382,a,"hobby, toy, game",50131473008,175
2383,b,"computer programming, data processing, integrated systems design",53042661217,74
